asset_id;asset_type;feeder_id;ilce;yas_2025;ariza_sayisi_5yil;agac_yogunlugu_skoru;kiyi_mesafesi_km;yuklenme_orani;fider_abone_sayisi;fider_kritik_musteri;toplam_kayip_kWh;Kirilganlik_Puan;Etki_Puan;Risk_Skoru;Risk_Kategorisi
MRS-F-064-T008;DAGITIM_TRAFOSU;MRS-F-064;Tarsus;23,0;0;0,83;14;54,5%;3036;1;0;39,88;21,93;8,74;Dü?ük
MRS-F-101-D0113;DIREK;MRS-F-101;Anamur;32,0;0;0,38;2;52,1%;2725;1;0;42,69;20,48;8,74;Dü?ük
MRS-F-072-D0008;DIREK;MRS-F-072;Erdemli;36,0;0;0,48;2;50,0%;2449;1;0;45,55;19,19;8,74;Dü?ük
MRS-F-072-D0177;DIREK;MRS-F-072;Erdemli;36,0;0;0,48;2;50,0%;2449;1;0;45,55;19,19;8,74;Dü?ük
MRS-F-106-D0267;DIREK;MRS-F-106;Anamur;37,0;1;0,92;2;43,8%;1627;1;1486,1;54,98;15,90;8,74;Dü?ük
MRS-F-089-D0085;DIREK;MRS-F-089;Silifke;40,0;1;0,87;3;48,4%;1486;1;1593,2;57,20;15,28;8,74;Dü?ük
MRS-F-089-D0103;DIREK;MRS-F-089;Silifke;35,0;1;0,61;3;48,4%;1486;1;6149,5;51,62;16,94;8,74;Dü?ük
MRS-F-110-D0038;DIREK;MRS-F-110;Mut;47,0;1;0,49;48;46,7%;2016;1;3295,5;47,58;18,37;8,74;Dü?ük
MRS-F-067-D0067;DIREK;MRS-F-067;Camliyayla;40,0;0;0,64;32;51,5%;2641;1;0;43,51;20,09;8,74;Dü?ük
MRS-F-106-D0158;DIREK;MRS-F-106;Anamur;40,0;1;0,78;2;43,8%;1627;1;1169,1;55,36;15,79;8,74;Dü?ük
MRS-F-102-D0201;DIREK;MRS-F-102;Anamur;31,0;0;0,37;2;52,6%;2783;1;0;42,11;20,75;8,74;Dü?ük
MRS-F-112-D0033;DIREK;MRS-F-112;Mut;45,0;0;0,42;48;48,5%;3001;1;0;40,14;21,77;8,74;Dü?ük
MRS-F-102-D0072;DIREK;MRS-F-102;Anamur;32,0;0;0,31;2;52,6%;2783;1;0;42,10;20,75;8,74;Dü?ük
MRS-F-024-D0192;DIREK;MRS-F-024;Toroslar;47,0;0;0,59;1;42,6%;1966;1;0;51,55;16,94;8,74;Dü?ük
MRS-F-024-D0225;DIREK;MRS-F-024;Toroslar;47,0;0;0,59;1;42,6%;1966;1;0;51,55;16,94;8,74;Dü?ük
MRS-F-097-D0099;DIREK;MRS-F-097;Bozyazi;32,0;0;0,44;2;47,3%;2783;1;0;42,08;20,75;8,73;Dü?ük
MRS-F-053-T011;DAGITIM_TRAFOSU;MRS-F-053;Tarsus;13,0;1;0,73;14;62,7%;2744;1;2032,7;40,98;21,31;8,73;Dü?ük
MRS-F-053-T005;DAGITIM_TRAFOSU;MRS-F-053;Tarsus;27,7;0;0,6;14;62,7%;2744;1;0;42,45;20,57;8,73;Dü?ük
MRS-F-112-D0042;DIREK;MRS-F-112;Mut;26,0;1;0,33;48;48,5%;3001;1;10938;33,93;25,73;8,73;Dü?ük
MRS-F-088-D0325;DIREK;MRS-F-088;Silifke;45,0;0;0,26;3;48,3%;2227;1;0;48,07;18,16;8,73;Dü?ük
MRS-F-095-D0046;DIREK;MRS-F-095;Bozyazi;35,0;1;0,51;2;40,9%;1673;1;6192,8;48,98;17,82;8,73;Dü?ük
MRS-F-053-D0130;DIREK;MRS-F-053;Tarsus;23,0;0;0,88;14;62,7%;2744;1;0;42,43;20,57;8,73;Dü?ük
MRS-F-101-D0072;DIREK;MRS-F-101;Anamur;28,0;0;0,61;2;52,1%;2725;1;0;42,61;20,48;8,73;Dü?ük
MRS-F-101-D0132;DIREK;MRS-F-101;Anamur;29,0;0;0,55;2;52,1%;2725;1;0;42,61;20,48;8,73;Dü?ük
MRS-F-053-D0181;DIREK;MRS-F-053;Tarsus;26,0;0;0,7;14;62,7%;2744;1;0;42,42;20,57;8,73;Dü?ük
MRS-F-089-D0065;DIREK;MRS-F-089;Silifke;37,0;1;1;3;48,4%;1486;1;1871,7;56,71;15,39;8,73;Dü?ük
MRS-F-024-D0121;DIREK;MRS-F-024;Toroslar;32,0;1;0,5;1;42,6%;1966;1;3681,8;47,72;18,28;8,72;Dü?ük
MRS-F-102-D0321;DIREK;MRS-F-102;Anamur;27,0;0;0,6;2;52,6%;2783;1;0;42,03;20,75;8,72;Dü?ük
MRS-F-064-D0391;DIREK;MRS-F-064;Tarsus;25,0;0;0,7;14;54,5%;3036;1;0;39,77;21,93;8,72;Dü?ük
MRS-F-088-D0305;DIREK;MRS-F-088;Silifke;30,0;1;0,26;3;48,3%;2227;1;3197,2;45,14;19,32;8,72;Dü?ük
MRS-F-010-D0099;DIREK;MRS-F-010;Akdeniz;23,0;0;0,53;1;63,4%;2800;1;0;41,86;20,83;8,72;Dü?ük
MRS-F-067-D0204;DIREK;MRS-F-067;Camliyayla;30,0;1;0,48;32;51,5%;2641;1;1907,1;41,96;20,78;8,72;Dü?ük
MRS-F-067-D0189;DIREK;MRS-F-067;Camliyayla;42,0;0;0,51;32;51,5%;2641;1;0;43,40;20,09;8,72;Dü?ük
MRS-F-010-D0119;DIREK;MRS-F-010;Akdeniz;25,0;0;0,41;1;63,4%;2800;1;0;41,85;20,83;8,72;Dü?ük
MRS-F-110-D0176;DIREK;MRS-F-110;Mut;47,0;1;0,35;48;46,7%;2016;1;4685,9;46,18;18,87;8,72;Dü?ük
MRS-F-001-T026;DAGITIM_TRAFOSU;MRS-F-001;Akdeniz;6,0;0;0,04;1;53,5%;3863;2;0;24,36;35,78;8,72;Dü?ük
MRS-F-092-D0221;DIREK;MRS-F-092;Aydincik;33,0;0;0,69;2;49,8%;2414;1;0;45,80;19,03;8,72;Dü?ük
MRS-F-088-D0213;DIREK;MRS-F-088;Silifke;28,0;1;0,34;3;48,3%;2227;1;3627,7;44,75;19,47;8,72;Dü?ük
MRS-F-087-D0025;DIREK;MRS-F-087;Silifke;47,0;1;0,63;3;44,7%;1166;1;4957,6;58,05;15,01;8,71;Dü?ük
MRS-F-101-D0112;DIREK;MRS-F-101;Anamur;27,7;0;0,62;2;52,1%;2725;1;0;42,55;20,48;8,71;Dü?ük
MRS-F-071-T011;DAGITIM_TRAFOSU;MRS-F-071;Erdemli;36,0;0;0;2;54,0%;4955;0;0;41,75;20,87;8,71;Dü?ük
MRS-F-110-T011;DAGITIM_TRAFOSU;MRS-F-110;Mut;22,0;2;0,66;48;46,7%;2016;1;12113,5;40,40;21,57;8,71;Dü?ük
MRS-F-066-T017;DAGITIM_TRAFOSU;MRS-F-066;Tarsus;18,0;1;0,64;14;52,6%;2783;0;29677,3;40,52;21,50;8,71;Dü?ük
MRS-F-070-D0149;DIREK;MRS-F-070;Erdemli;28,0;2;0,53;2;40,0%;1512;1;6423,8;50,78;17,16;8,71;Dü?ük
MRS-F-115-D0092;DIREK;MRS-F-115;Gulnar;31,0;0;0,36;3;48,1%;2926;1;0;40,67;21,42;8,71;Dü?ük
MRS-F-115-D0324;DIREK;MRS-F-115;Gulnar;32,0;0;0,3;3;48,1%;2926;1;0;40,67;21,42;8,71;Dü?ük
MRS-F-092-T016;DAGITIM_TRAFOSU;MRS-F-092;Aydincik;15,0;1;0,4;2;49,8%;2414;1;10432,6;38,18;22,81;8,71;Dü?ük
MRS-F-101-D0078;DIREK;MRS-F-101;Anamur;27,0;0;0,66;2;52,1%;2725;1;0;42,52;20,48;8,71;Dü?ük
MRS-F-099-D0098;DIREK;MRS-F-099;Bozyazi;22,0;1;0,27;2;46,4%;2629;1;4479,1;40,21;21,66;8,71;Dü?ük
MRS-F-101-D0178;DIREK;MRS-F-101;Anamur;29,0;0;0,54;2;52,1%;2725;1;0;42,51;20,48;8,71;Dü?ük
MRS-F-053-D0028;DIREK;MRS-F-053;Tarsus;26,0;0;0,69;14;62,7%;2744;1;0;42,32;20,57;8,70;Dü?ük
MRS-F-012-T016;DAGITIM_TRAFOSU;MRS-F-012;Akdeniz;38,0;0;0,39;1;51,9%;4491;0;0;46,52;18,71;8,70;Dü?ük
MRS-F-089-D0035;DIREK;MRS-F-089;Silifke;43,0;1;0,79;3;48,4%;1486;1;695,3;58,18;14,96;8,70;Dü?ük
MRS-F-099-D0114;DIREK;MRS-F-099;Bozyazi;36,0;0;0,36;2;46,4%;2629;1;0;43,44;20,03;8,70;Dü?ük
MRS-F-089-D0136;DIREK;MRS-F-089;Silifke;36,0;1;0,8;3;48,4%;1486;1;3787;54,12;16,08;8,70;Dü?ük
MRS-F-074-D0049;DIREK;MRS-F-074;Erdemli;39,0;2;0,76;2;40,4%;1181;1;3546;59,72;14,57;8,70;Dü?ük
MRS-F-067-D0209;DIREK;MRS-F-067;Camliyayla;42,0;0;0,5;32;51,5%;2641;1;0;43,30;20,09;8,70;Dü?ük
MRS-F-067-D0160;DIREK;MRS-F-067;Camliyayla;43,0;0;0,44;32;51,5%;2641;1;0;43,30;20,09;8,70;Dü?ük
MRS-F-064-D0282;DIREK;MRS-F-064;Tarsus;27,0;0;0,57;14;54,5%;3036;1;0;39,66;21,93;8,70;Dü?ük
MRS-F-064-D0092;DIREK;MRS-F-064;Tarsus;27,0;0;0,57;14;54,5%;3036;1;0;39,66;21,93;8,70;Dü?ük
MRS-F-010-D0162;DIREK;MRS-F-010;Akdeniz;25,0;0;0,4;1;63,4%;2800;1;0;41,75;20,83;8,70;Dü?ük
MRS-F-102-D0322;DIREK;MRS-F-102;Anamur;31,0;0;0,35;2;52,6%;2783;1;0;41,91;20,75;8,70;Dü?ük
MRS-F-102-D0147;DIREK;MRS-F-102;Anamur;31,0;0;0,35;2;52,6%;2783;1;0;41,91;20,75;8,70;Dü?ük
MRS-F-095-D0302;DIREK;MRS-F-095;Bozyazi;43,0;1;0,5;2;40,9%;1673;1;1751,1;53,64;16,21;8,70;Dü?ük
MRS-F-010-D0205;DIREK;MRS-F-010;Akdeniz;26,0;0;0,34;1;63,4%;2800;1;0;41,75;20,83;8,70;Dü?ük
MRS-F-102-D0197;DIREK;MRS-F-102;Anamur;32,0;0;0,29;2;52,6%;2783;1;0;41,90;20,75;8,70;Dü?ük
MRS-F-102-D0265;DIREK;MRS-F-102;Anamur;32,0;0;0,29;2;52,6%;2783;1;0;41,90;20,75;8,70;Dü?ük
MRS-F-113-D0075;DIREK;MRS-F-113;Mut;24,0;1;0,9;48;62,5%;2720;1;766,6;41,93;20,74;8,69;Dü?ük
MRS-F-044-D0468;DIREK;MRS-F-044;Mezitli;32,0;3;0,24;1;45,8%;2517;0;15172,7;57,91;15,01;8,69;Dü?ük
MRS-F-097-D0053;DIREK;MRS-F-097;Bozyazi;31,0;0;0,48;2;47,3%;2783;1;0;41,88;20,75;8,69;Dü?ük
MRS-F-108-D0418;DIREK;MRS-F-108;Mut;35,0;2;0,46;48;53,2%;2859;0;19582,4;47,75;18,20;8,69;Dü?ük
MRS-F-088-D0081;DIREK;MRS-F-088;Silifke;32,0;1;0,31;3;48,3%;2227;1;1090,8;46,83;18,56;8,69;Dü?ük
MRS-F-115-D0094;DIREK;MRS-F-115;Gulnar;32,0;0;0,29;3;48,1%;2926;1;0;40,57;21,42;8,69;Dü?ük
MRS-F-115-D0239;DIREK;MRS-F-115;Gulnar;34,0;0;0,17;3;48,1%;2926;1;0;40,56;21,42;8,69;Dü?ük
MRS-F-101-D0077;DIREK;MRS-F-101;Anamur;29,0;0;0,53;2;52,1%;2725;1;0;42,41;20,48;8,69;Dü?ük
MRS-F-072-D0326;DIREK;MRS-F-072;Erdemli;36,0;0;0,45;2;50,0%;2449;1;0;45,25;19,19;8,69;Dü?ük
MRS-F-072-D0118;DIREK;MRS-F-072;Erdemli;36,0;0;0,45;2;50,0%;2449;1;0;45,25;19,19;8,69;Dü?ük
MRS-F-072-D0196;DIREK;MRS-F-072;Erdemli;36,0;0;0,45;2;50,0%;2449;1;0;45,25;19,19;8,69;Dü?ük
MRS-F-024-D0195;DIREK;MRS-F-024;Toroslar;47,0;0;0,56;1;42,6%;1966;1;0;51,25;16,94;8,68;Dü?ük
MRS-F-024-D0001;DIREK;MRS-F-024;Toroslar;29,0;1;0,5;1;42,6%;1966;1;5398;45,94;18,90;8,68;Dü?ük
MRS-F-099-D0105;DIREK;MRS-F-099;Bozyazi;37,0;0;0,29;2;46,4%;2629;1;0;43,33;20,03;8,68;Dü?ük
MRS-F-067-D0076;DIREK;MRS-F-067;Camliyayla;40,0;0;0,61;32;51,5%;2641;1;0;43,21;20,09;8,68;Dü?ük
MRS-F-067-D0326;DIREK;MRS-F-067;Camliyayla;30,0;1;0,43;32;51,5%;2641;1;2340,2;41,46;20,94;8,68;Dü?ük
MRS-F-099-D0088;DIREK;MRS-F-099;Bozyazi;38,0;0;0,23;2;46,4%;2629;1;0;43,33;20,03;8,68;Dü?ük
MRS-F-106-D0167;DIREK;MRS-F-106;Anamur;37,0;1;0,93;2;43,8%;1627;1;1092,7;55,08;15,76;8,68;Dü?ük
MRS-F-116-D0359;DIREK;MRS-F-116;Gulnar;47,0;1;0,72;3;39,1%;1360;1;2649,5;57,56;15,08;8,68;Dü?ük
MRS-F-106-D0354;DIREK;MRS-F-106;Anamur;32,0;1;0,97;2;43,8%;1627;1;3211,5;52,50;16,53;8,68;Dü?ük
MRS-F-088-D0031;DIREK;MRS-F-088;Silifke;44,0;0;0,29;3;48,3%;2227;1;0;47,77;18,16;8,68;Dü?ük
MRS-F-033-D0033;DIREK;MRS-F-033;Yenisehir;37,0;1;0,26;1;46,1%;1929;1;2409,9;49,17;17,64;8,68;Dü?ük
MRS-F-112-D0041;DIREK;MRS-F-112;Mut;43,0;0;0,51;48;48,5%;3001;1;0;39,85;21,77;8,67;Dü?ük
MRS-F-101-D0155;DIREK;MRS-F-101;Anamur;27,7;0;0,6;2;52,1%;2725;1;0;42,35;20,48;8,67;Dü?ük
MRS-F-116-D0127;DIREK;MRS-F-116;Gulnar;25,0;2;0,75;3;39,1%;1360;1;8168,4;50,77;17,08;8,67;Dü?ük
MRS-F-033-D0185;DIREK;MRS-F-033;Yenisehir;30,0;1;0,26;1;46,1%;1929;1;6871,3;45,00;19,26;8,67;Dü?ük
MRS-F-115-D0168;DIREK;MRS-F-115;Gulnar;33,0;0;0,22;3;48,1%;2926;1;0;40,47;21,42;8,67;Dü?ük
MRS-F-115-D0144;DIREK;MRS-F-115;Gulnar;33,0;0;0,22;3;48,1%;2926;1;0;40,47;21,42;8,67;Dü?ük
MRS-F-113-D0020;DIREK;MRS-F-113;Mut;37,0;0;0,77;48;62,5%;2720;1;0;42,36;20,46;8,67;Dü?ük
MRS-F-113-D0157;DIREK;MRS-F-113;Mut;37,0;0;0,77;48;62,5%;2720;1;0;42,36;20,46;8,67;Dü?ük
MRS-F-116-D0005;DIREK;MRS-F-116;Gulnar;30,0;2;0,67;3;39,1%;1360;1;6201,2;52,94;16,37;8,66;Dü?ük
MRS-F-095-D0179;DIREK;MRS-F-095;Bozyazi;39,0;1;0,52;2;40,9%;1673;1;3473,6;51,46;16,84;8,66;Dü?ük
MRS-F-053-T002;DAGITIM_TRAFOSU;MRS-F-053;Tarsus;26,0;0;0,67;14;62,7%;2744;1;0;42,12;20,57;8,66;Dü?ük
MRS-F-113-D0148;DIREK;MRS-F-113;Mut;18,0;1;0,8;48;62,5%;2720;1;7549;37,35;23,19;8,66;Dü?ük
MRS-F-101-D0183;DIREK;MRS-F-101;Anamur;31,0;0;0,4;2;52,1%;2725;1;0;42,30;20,48;8,66;Dü?ük
MRS-F-072-T003;DAGITIM_TRAFOSU;MRS-F-072;Erdemli;27,0;1;0,34;2;50,0%;2449;1;400,6;44,79;19,34;8,66;Dü?ük
MRS-F-067-D0131;DIREK;MRS-F-067;Camliyayla;42,0;0;0,48;32;51,5%;2641;1;0;43,10;20,09;8,66;Dü?ük
MRS-F-088-D0262;DIREK;MRS-F-088;Silifke;44,0;0;0,28;3;48,3%;2227;1;0;47,67;18,16;8,66;Dü?ük
MRS-F-102-D0045;DIREK;MRS-F-102;Anamur;29,0;0;0,45;2;52,6%;2783;1;0;41,72;20,75;8,66;Dü?ük
MRS-F-088-D0055;DIREK;MRS-F-088;Silifke;45,0;0;0,22;3;48,3%;2227;1;0;47,67;18,16;8,66;Dü?ük
MRS-F-052-D0006;DIREK;MRS-F-052;Tarsus;24,0;0;0,19;14;53,3%;3832;1;0;33,76;25,64;8,66;Dü?ük
MRS-F-083-D0182;DIREK;MRS-F-083;Silifke;46,0;2;0,41;3;40,5%;1198;1;2796,4;60,20;14,38;8,66;Dü?ük
MRS-F-052-T004;DAGITIM_TRAFOSU;MRS-F-052;Tarsus;25,0;0;0,13;14;53,3%;3832;1;0;33,76;25,64;8,66;Dü?ük
MRS-F-036-D0004;DIREK;MRS-F-036;Yenisehir;13,0;0;0,22;1;60,1%;6282;0;0;31,99;27,06;8,65;Dü?ük
MRS-F-044-D0404;DIREK;MRS-F-044;Mezitli;47,0;2;0,41;1;45,8%;2517;0;11942,2;62,54;13,84;8,65;Dü?ük
MRS-F-064-D0197;DIREK;MRS-F-064;Tarsus;26,0;0;0,61;14;54,5%;3036;1;0;39,46;21,93;8,65;Dü?ük
MRS-F-044-D0276;DIREK;MRS-F-044;Mezitli;31,0;3;0,39;1;45,8%;2517;0;14355,7;58,82;14,71;8,65;Dü?ük
MRS-F-112-D0122;DIREK;MRS-F-112;Mut;46,0;0;0,32;48;48,5%;3001;1;0;39,74;21,77;8,65;Dü?ük
MRS-F-097-T009;DAGITIM_TRAFOSU;MRS-F-097;Bozyazi;32,0;0;0,4;2;47,3%;2783;1;0;41,68;20,75;8,65;Dü?ük
MRS-F-115-D0350;DIREK;MRS-F-115;Gulnar;31,0;0;0,33;3;48,1%;2926;1;0;40,37;21,42;8,65;Dü?ük
MRS-F-072-D0264;DIREK;MRS-F-072;Erdemli;37,0;0;0,37;2;50,0%;2449;1;0;45,04;19,19;8,65;Dü?ük
MRS-F-113-D0040;DIREK;MRS-F-113;Mut;38,0;0;0,7;48;62,5%;2720;1;0;42,26;20,46;8,65;Dü?ük
MRS-F-067-D0198;DIREK;MRS-F-067;Camliyayla;40,0;0;0,59;32;51,5%;2641;1;0;43,01;20,09;8,64;Dü?ük
MRS-F-092-D0224;DIREK;MRS-F-092;Aydincik;32,0;0;0,71;2;49,8%;2414;1;0;45,40;19,03;8,64;Dü?ük
MRS-F-092-D0038;DIREK;MRS-F-092;Aydincik;33,0;0;0,65;2;49,8%;2414;1;0;45,40;19,03;8,64;Dü?ük
MRS-F-099-D0021;DIREK;MRS-F-099;Bozyazi;39,0;0;0,15;2;46,4%;2629;1;0;43,13;20,03;8,64;Dü?ük
MRS-F-071-T002;DAGITIM_TRAFOSU;MRS-F-071;Erdemli;21,0;1;0,17;2;54,0%;4955;0;1234,6;40,52;21,32;8,64;Dü?ük
MRS-F-092-D0186;DIREK;MRS-F-092;Aydincik;34,0;0;0,59;2;49,8%;2414;1;0;45,39;19,03;8,64;Dü?ük
MRS-F-099-D0013;DIREK;MRS-F-099;Bozyazi;40,0;0;0,09;2;46,4%;2629;1;0;43,12;20,03;8,64;Dü?ük
MRS-F-099-D0012;DIREK;MRS-F-099;Bozyazi;40,0;0;0,09;2;46,4%;2629;1;0;43,12;20,03;8,64;Dü?ük
MRS-F-044-T012;DAGITIM_TRAFOSU;MRS-F-044;Mezitli;26,0;3;0,33;1;45,8%;2517;0;16901,1;55,24;15,64;8,64;Dü?ük
MRS-F-102-D0177;DIREK;MRS-F-102;Anamur;30,0;0;0,38;2;52,6%;2783;1;0;41,61;20,75;8,64;Dü?ük
MRS-F-010-D0113;DIREK;MRS-F-010;Akdeniz;24,0;0;0,43;1;63,4%;2800;1;0;41,45;20,83;8,64;Dü?ük
MRS-F-010-D0225;DIREK;MRS-F-010;Akdeniz;25,0;0;0,37;1;63,4%;2800;1;0;41,45;20,83;8,63;Dü?ük
MRS-F-064-D0388;DIREK;MRS-F-064;Tarsus;24,0;0;0,72;14;54,5%;3036;1;0;39,37;21,93;8,63;Dü?ük
MRS-F-103-D0002;DIREK;MRS-F-103;Anamur;42,0;2;0,72;2;36,3%;854;1;7204,1;60,07;14,37;8,63;Dü?ük
MRS-F-064-T007;DAGITIM_TRAFOSU;MRS-F-064;Tarsus;25,0;0;0,66;14;54,5%;3036;1;0;39,37;21,93;8,63;Dü?ük
MRS-F-052-T007;DAGITIM_TRAFOSU;MRS-F-052;Tarsus;24,0;0;0,18;14;53,3%;3832;1;0;33,66;25,64;8,63;Dü?ük
MRS-F-112-D0136;DIREK;MRS-F-112;Mut;44,0;0;0,43;48;48,5%;3001;1;0;39,65;21,77;8,63;Dü?ük
MRS-F-012-D0007;DIREK;MRS-F-012;Akdeniz;39,0;0;0,29;1;51,9%;4491;0;0;46,12;18,71;8,63;Dü?ük
MRS-F-072-D0057;DIREK;MRS-F-072;Erdemli;35,0;0;0,48;2;50,0%;2449;1;0;44,95;19,19;8,63;Dü?ük
MRS-F-052-D0010;DIREK;MRS-F-052;Tarsus;26,0;0;0,06;14;53,3%;3832;1;0;33,65;25,64;8,63;Dü?ük
MRS-F-097-D0179;DIREK;MRS-F-097;Bozyazi;32,0;0;0,39;2;47,3%;2783;1;0;41,58;20,75;8,63;Dü?ük
MRS-F-115-D0042;DIREK;MRS-F-115;Gulnar;29,0;0;0,44;3;48,1%;2926;1;0;40,28;21,42;8,63;Dü?ük
MRS-F-115-T020;DAGITIM_TRAFOSU;MRS-F-115;Gulnar;19,0;1;0,22;3;48,1%;2926;1;3336,3;38,13;22,63;8,63;Dü?ük
MRS-F-106-D0146;DIREK;MRS-F-106;Anamur;20,0;2;0,96;2;43,8%;1627;1;4047,7;51,26;16,83;8,63;Dü?ük
MRS-F-089-D0162;DIREK;MRS-F-089;Silifke;28,0;1;0,9;3;48,4%;1486;1;6684,3;50,35;17,13;8,63;Dü?ük
MRS-F-101-D0160;DIREK;MRS-F-101;Anamur;28,0;0;0,56;2;52,1%;2725;1;0;42,11;20,48;8,63;Dü?ük
MRS-F-115-D0030;DIREK;MRS-F-115;Gulnar;32,0;0;0,26;3;48,1%;2926;1;0;40,27;21,42;8,63;Dü?ük
MRS-F-113-D0178;DIREK;MRS-F-113;Mut;38,0;0;0,69;48;62,5%;2720;1;0;42,16;20,46;8,62;Dü?ük
MRS-F-116-D0237;DIREK;MRS-F-116;Gulnar;28,0;3;0,65;3;39,1%;1360;1;2385,1;57,55;14,98;8,62;Dü?ük
MRS-F-066-D0379;DIREK;MRS-F-066;Tarsus;38,0;1;0,67;14;52,6%;2783;0;15462,3;52,72;16,35;8,62;Dü?ük
MRS-F-033-D0176;DIREK;MRS-F-033;Yenisehir;37,0;1;0,27;1;46,1%;1929;1;2014;49,27;17,50;8,62;Dü?ük
MRS-F-092-D0078;DIREK;MRS-F-092;Aydincik;32,0;0;0,7;2;49,8%;2414;1;0;45,30;19,03;8,62;Dü?ük
MRS-F-092-D0194;DIREK;MRS-F-092;Aydincik;34,0;0;0,58;2;49,8%;2414;1;0;45,29;19,03;8,62;Dü?ük
MRS-F-067-D0339;DIREK;MRS-F-067;Camliyayla;43,0;0;0,4;32;51,5%;2641;1;0;42,90;20,09;8,62;Dü?ük
MRS-F-092-D0276;DIREK;MRS-F-092;Aydincik;36,0;0;0,46;2;49,8%;2414;1;0;45,28;19,03;8,62;Dü?ük
MRS-F-067-D0213;DIREK;MRS-F-067;Camliyayla;29,0;1;0,56;32;51,5%;2641;1;954,4;42,16;20,44;8,62;Dü?ük
MRS-F-024-D0169;DIREK;MRS-F-024;Toroslar;47,0;0;0,52;1;42,6%;1966;1;0;50,85;16,94;8,62;Dü?ük
MRS-F-064-T012;DAGITIM_TRAFOSU;MRS-F-064;Tarsus;27,7;0;0,49;14;54,5%;3036;1;0;39,29;21,93;8,62;Dü?ük
MRS-F-064-D0317;DIREK;MRS-F-064;Tarsus;27,7;0;0,49;14;54,5%;3036;1;0;39,29;21,93;8,62;Dü?ük
MRS-F-105-D0234;DIREK;MRS-F-105;Anamur;38,0;2;0,75;2;51,2%;2604;0;11143,8;61,73;13,96;8,62;Dü?ük
MRS-F-102-D0094;DIREK;MRS-F-102;Anamur;30,0;0;0,37;2;52,6%;2783;1;0;41,51;20,75;8,61;Dü?ük
MRS-F-115-D0043;DIREK;MRS-F-115;Gulnar;21,0;1;0,19;3;48,1%;2926;1;1815,3;39,02;22,08;8,61;Dü?ük
MRS-F-102-D0129;DIREK;MRS-F-102;Anamur;31,0;0;0,31;2;52,6%;2783;1;0;41,51;20,75;8,61;Dü?ük
MRS-F-117-T007;DAGITIM_TRAFOSU;MRS-F-117;Gulnar;28,0;3;0,47;3;39,6%;1086;1;7099,7;55,88;15,42;8,61;Dü?ük
MRS-F-064-D0091;DIREK;MRS-F-064;Tarsus;24,0;0;0,71;14;54,5%;3036;1;0;39,27;21,93;8,61;Dü?ük
MRS-F-106-D0274;DIREK;MRS-F-106;Anamur;35,0;1;1;2;43,8%;1627;1;1139,2;54,59;15,78;8,61;Dü?ük
MRS-F-088-D0164;DIREK;MRS-F-088;Silifke;28,0;1;0,3;3;48,3%;2227;1;3469,9;44,35;19,42;8,61;Dü?ük
MRS-F-066-D0342;DIREK;MRS-F-066;Tarsus;28,0;2;0,65;14;52,6%;2783;0;15537,6;52,57;16,38;8,61;Dü?ük
MRS-F-072-D0018;DIREK;MRS-F-072;Erdemli;36,0;0;0,41;2;50,0%;2449;1;0;44,85;19,19;8,61;Dü?ük
MRS-F-052-T021;DAGITIM_TRAFOSU;MRS-F-052;Tarsus;23,0;0;0,23;14;53,3%;3832;1;0;33,57;25,64;8,61;Dü?ük
MRS-F-081-D0208;DIREK;MRS-F-081;Silifke;47,0;2;0,51;3;47,8%;2155;0;15739;63,62;13,53;8,61;Dü?ük
MRS-F-088-D0021;DIREK;MRS-F-088;Silifke;41,0;0;0,43;3;48,3%;2227;1;0;47,39;18,16;8,61;Dü?ük
MRS-F-052-D0004;DIREK;MRS-F-052;Tarsus;24,0;0;0,17;14;53,3%;3832;1;0;33,56;25,64;8,61;Dü?ük
MRS-F-113-D0175;DIREK;MRS-F-113;Mut;37,0;0;0,74;48;62,5%;2720;1;0;42,06;20,46;8,61;Dü?ük
MRS-F-101-D0122;DIREK;MRS-F-101;Anamur;28,0;0;0,55;2;52,1%;2725;1;0;42,01;20,48;8,60;Dü?ük
MRS-F-101-D0170;DIREK;MRS-F-101;Anamur;28,0;0;0,55;2;52,1%;2725;1;0;42,01;20,48;8,60;Dü?ük
MRS-F-115-D0148;DIREK;MRS-F-115;Gulnar;31,0;0;0,31;3;48,1%;2926;1;0;40,17;21,42;8,60;Dü?ük
MRS-F-088-D0023;DIREK;MRS-F-088;Silifke;43,0;0;0,31;3;48,3%;2227;1;0;47,38;18,16;8,60;Dü?ük
MRS-F-053-D0144;DIREK;MRS-F-053;Tarsus;24,0;0;0,76;14;62,7%;2744;1;0;41,83;20,57;8,60;Dü?ük
MRS-F-053-D0005;DIREK;MRS-F-053;Tarsus;24,0;0;0,76;14;62,7%;2744;1;0;41,83;20,57;8,60;Dü?ük
MRS-F-067-D0283;DIREK;MRS-F-067;Camliyayla;38,0;0;0,69;32;51,5%;2641;1;0;42,82;20,09;8,60;Dü?ük
MRS-F-099-T001;DAGITIM_TRAFOSU;MRS-F-099;Bozyazi;22,0;1;0,21;2;46,4%;2629;1;4649,8;39,61;21,72;8,60;Dü?ük
MRS-F-071-D0002;DIREK;MRS-F-071;Erdemli;23,0;1;0,04;2;54,0%;4955;0;1137,6;40,41;21,29;8,60;Dü?ük
